vivoscuola school link;academic year;school year;number of students;number of classes;admission rate
https://www.vivoscuola.it/content/view/full/29986;2023/2024;0;80;0;
https://www.vivoscuola.it/content/view/full/29598;2025/2026;1;23;1;
https://www.vivoscuola.it/content/view/full/29598;2025/2026;2;29;2;
https://www.vivoscuola.it/content/view/full/29598;2025/2026;3;26;2;
https://www.vivoscuola.it/content/view/full/29598;2024/2025;1;30;2;100.0
https://www.vivoscuola.it/content/view/full/29598;2024/2025;2;27;2;100.0
https://www.vivoscuola.it/content/view/full/29598;2024/2025;3;25;2;100.0
https://www.vivoscuola.it/content/view/full/29598;2023/2024;1;29;2;100.0
https://www.vivoscuola.it/content/view/full/29598;2023/2024;2;29;2;100.0
https://www.vivoscuola.it/content/view/full/29598;2023/2024;3;33;2;100.0
https://www.vivoscuola.it/content/view/full/30166;2025/2026;0;39;0;
https://www.vivoscuola.it/content/view/full/30166;2024/2025;0;44;0;
https://www.vivoscuola.it/content/view/full/30166;2023/2024;0;46;0;
https://www.vivoscuola.it/content/view/full/30092;2025/2026;0;16;0;
https://www.vivoscuola.it/content/view/full/30092;2024/2025;0;19;0;
https://www.vivoscuola.it/content/view/full/30092;2023/2024;0;28;0;
https://www.vivoscuola.it/content/view/full/29761;2025/2026;1;117;9;
https://www.vivoscuola.it/content/view/full/29761;2025/2026;3;19;1;
https://www.vivoscuola.it/content/view/full/29761;2025/2026;1;103;9;
https://www.vivoscuola.it/content/view/full/29761;2025/2026;3;19;1;
https://www.vivoscuola.it/content/view/full/29761;2024/2025;1;396;6;0.0
https://www.vivoscuola.it/content/view/full/29761;2024/2025;3;50;2;30.0
https://www.vivoscuola.it/content/view/full/29761;2024/2025;1;191;5;0.0
https://www.vivoscuola.it/content/view/full/29761;2024/2025;3;26;1;30.0
https://www.vivoscuola.it/content/view/full/29761;2023/2024;1;360;5;0.0
https://www.vivoscuola.it/content/view/full/29761;2023/2024;3;22;1;63.1578947368421
https://www.vivoscuola.it/content/view/full/29761;2023/2024;1;160;5;0.0
https://www.vivoscuola.it/content/view/full/29761;2023/2024;3;22;1;63.1578947368421
https://www.vivoscuola.it/content/view/full/29899;2025/2026;1;114;6;
https://www.vivoscuola.it/content/view/full/29899;2025/2026;2;142;8;
https://www.vivoscuola.it/content/view/full/29899;2025/2026;3;139;7;
https://www.vivoscuola.it/content/view/full/29899;2025/2026;4;142;8;
https://www.vivoscuola.it/content/view/full/29899;2025/2026;5;157;9;
https://www.vivoscuola.it/content/view/full/29899;2024/2025;1;173;8;86.07594936708861
https://www.vivoscuola.it/content/view/full/29899;2024/2025;2;153;7;95.07042253521126
https://www.vivoscuola.it/content/view/full/29899;2024/2025;3;146;8;98.58156028368793
https://www.vivoscuola.it/content/view/full/29899;2024/2025;4;156;9;99.35483870967742
https://www.vivoscuola.it/content/view/full/29899;2024/2025;5;144;8;99.29577464788733
https://www.vivoscuola.it/content/view/full/29899;2023/2024;1;169;7;92.02453987730061
https://www.vivoscuola.it/content/view/full/29899;2023/2024;2;170;8;91.77215189873418
https://www.vivoscuola.it/content/view/full/29899;2023/2024;3;171;9;96.27329192546584
https://www.vivoscuola.it/content/view/full/29899;2023/2024;4;146;8;100.0
https://www.vivoscuola.it/content/view/full/29899;2023/2024;5;136;8;99.26470588235294
https://www.vivoscuola.it/content/view/full/29762;2025/2026;2;44;4;
https://www.vivoscuola.it/content/view/full/29762;2025/2026;2;11;1;
https://www.vivoscuola.it/content/view/full/29762;2025/2026;3;7;1;
https://www.vivoscuola.it/content/view/full/29762;2025/2026;4;16;1;
https://www.vivoscuola.it/content/view/full/29762;2025/2026;5;7;1;
https://www.vivoscuola.it/content/view/full/29762;2024/2025;2;50;5;0.0
https://www.vivoscuola.it/content/view/full/29762;2024/2025;2;10;2;0.0
https://www.vivoscuola.it/content/view/full/29762;2024/2025;3;17;1;0.0
https://www.vivoscuola.it/content/view/full/29762;2024/2025;4;19;1;23.076923076923077
https://www.vivoscuola.it/content/view/full/29762;2024/2025;5;16;1;81.25
https://www.vivoscuola.it/content/view/full/29762;2023/2024;2;84;7;10.0
https://www.vivoscuola.it/content/view/full/29762;2023/2024;2;12;1;10.0
https://www.vivoscuola.it/content/view/full/29762;2023/2024;3;20;2;0.0
https://www.vivoscuola.it/content/view/full/29762;2023/2024;4;24;2;22.727272727272727
https://www.vivoscuola.it/content/view/full/29762;2023/2024;5;11;2;63.63636363636363
https://www.vivoscuola.it/content/view/full/29764;2025/2026;2;7;1;
https://www.vivoscuola.it/content/view/full/29764;2025/2026;3;42;3;
https://www.vivoscuola.it/content/view/full/29764;2025/2026;2;7;1;
https://www.vivoscuola.it/content/view/full/29764;2025/2026;3;14;1;
https://www.vivoscuola.it/content/view/full/29764;2025/2026;4;7;1;
https://www.vivoscuola.it/content/view/full/29764;2025/2026;5;13;1;
https://www.vivoscuola.it/content/view/full/29764;2024/2025;2;11;1;30.0
https://www.vivoscuola.it/content/view/full/29764;2024/2025;4;36;3;55.55555555555556
https://www.vivoscuola.it/content/view/full/29764;2024/2025;2;11;1;30.0
https://www.vivoscuola.it/content/view/full/29764;2024/2025;3;24;1;13.043478260869565
https://www.vivoscuola.it/content/view/full/29764;2024/2025;4;12;1;55.55555555555556
https://www.vivoscuola.it/content/view/full/29764;2024/2025;5;10;1;70.0
https://www.vivoscuola.it/content/view/full/29764;2023/2024;2;8;1;50.0
https://www.vivoscuola.it/content/view/full/29764;2023/2024;4;39;3;22.22222222222222
https://www.vivoscuola.it/content/view/full/29764;2023/2024;2;8;1;50.0
https://www.vivoscuola.it/content/view/full/29764;2023/2024;3;17;1;6.25
https://www.vivoscuola.it/content/view/full/29764;2023/2024;4;13;1;22.22222222222222
https://www.vivoscuola.it/content/view/full/29764;2023/2024;5;14;1;76.92307692307693
https://www.vivoscuola.it/content/view/full/29765;2025/2026;1;15;1;
https://www.vivoscuola.it/content/view/full/29765;2025/2026;2;20;1;
https://www.vivoscuola.it/content/view/full/29765;2025/2026;3;22;1;
https://www.vivoscuola.it/content/view/full/29765;2025/2026;4;22;1;
https://www.vivoscuola.it/content/view/full/29765;2025/2026;5;7;1;
https://www.vivoscuola.it/content/view/full/29765;2024/2025;1;25;1;91.30434782608695
https://www.vivoscuola.it/content/view/full/29765;2024/2025;2;28;2;95.83333333333334
https://www.vivoscuola.it/content/view/full/29765;2024/2025;3;24;2;100.0
https://www.vivoscuola.it/content/view/full/29765;2024/2025;4;7;1;100.0
https://www.vivoscuola.it/content/view/full/29765;2024/2025;5;13;1;100.0
https://www.vivoscuola.it/content/view/full/29765;2023/2024;1;32;2;87.5
https://www.vivoscuola.it/content/view/full/29765;2023/2024;2;28;2;92.3076923076923
https://www.vivoscuola.it/content/view/full/29765;2023/2024;3;7;1;100.0
https://www.vivoscuola.it/content/view/full/29765;2023/2024;4;12;1;100.0
https://www.vivoscuola.it/content/view/full/29765;2023/2024;5;12;1;91.66666666666666
https://www.vivoscuola.it/content/view/full/29763;2025/2026;1;61;3;
https://www.vivoscuola.it/content/view/full/29763;2025/2026;2;49;2;
https://www.vivoscuola.it/content/view/full/29763;2025/2026;3;53;3;
https://www.vivoscuola.it/content/view/full/29763;2025/2026;4;56;3;
https://www.vivoscuola.it/content/view/full/29763;2025/2026;5;31;2;
https://www.vivoscuola.it/content/view/full/29763;2024/2025;1;54;2;95.91836734693877
https://www.vivoscuola.it/content/view/full/29763;2024/2025;2;51;2;100.0
https://www.vivoscuola.it/content/view/full/29763;2024/2025;3;61;3;93.22033898305084
https://www.vivoscuola.it/content/view/full/29763;2024/2025;4;32;2;100.0
https://www.vivoscuola.it/content/view/full/29763;2024/2025;5;42;2;97.61904761904762
https://www.vivoscuola.it/content/view/full/29763;2023/2024;1;49;2;87.5
https://www.vivoscuola.it/content/view/full/29763;2023/2024;2;59;3;98.24561403508771
https://www.vivoscuola.it/content/view/full/29763;2023/2024;3;36;3;86.11111111111111
https://www.vivoscuola.it/content/view/full/29763;2023/2024;4;42;2;100.0
https://www.vivoscuola.it/content/view/full/29763;2023/2024;5;23;2;100.0
https://www.vivoscuola.it/content/view/full/29766;2025/2026;2;4;1;
https://www.vivoscuola.it/content/view/full/29766;2025/2026;3;9;3;
https://www.vivoscuola.it/content/view/full/29766;2025/2026;2;4;1;
https://www.vivoscuola.it/content/view/full/29766;2025/2026;3;3;1;
https://www.vivoscuola.it/content/view/full/29766;2025/2026;4;4;1;
https://www.vivoscuola.it/content/view/full/29766;2025/2026;5;5;1;
https://www.vivoscuola.it/content/view/full/29766;2024/2025;2;4;1;0.0
https://www.vivoscuola.it/content/view/full/29766;2024/2025;3;33;3;16.666666666666664
https://www.vivoscuola.it/content/view/full/29766;2024/2025;2;4;2;0.0
https://www.vivoscuola.it/content/view/full/29766;2024/2025;3;11;2;16.666666666666664
https://www.vivoscuola.it/content/view/full/29766;2024/2025;4;8;1;42.857142857142854
https://www.vivoscuola.it/content/view/full/29766;2024/2025;5;6;1;80.0
https://www.vivoscuola.it/content/view/full/29766;2023/2024;2;4;1;0.0
https://www.vivoscuola.it/content/view/full/29766;2023/2024;3;27;3;0.0
https://www.vivoscuola.it/content/view/full/29766;2023/2024;2;4;1;0.0
https://www.vivoscuola.it/content/view/full/29766;2023/2024;3;9;1;0.0
https://www.vivoscuola.it/content/view/full/29766;2023/2024;4;5;1;40.0
https://www.vivoscuola.it/content/view/full/29766;2023/2024;5;5;1;80.0
https://www.vivoscuola.it/content/view/full/29767;2025/2026;1;61;3;
https://www.vivoscuola.it/content/view/full/29767;2025/2026;2;45;2;
https://www.vivoscuola.it/content/view/full/29767;2025/2026;3;29;2;
https://www.vivoscuola.it/content/view/full/29767;2025/2026;4;34;2;
https://www.vivoscuola.it/content/view/full/29767;2025/2026;5;26;2;
https://www.vivoscuola.it/content/view/full/29767;2024/2025;1;49;2;91.66666666666666
https://www.vivoscuola.it/content/view/full/29767;2024/2025;2;35;2;96.66666666666667
https://www.vivoscuola.it/content/view/full/29767;2024/2025;3;37;2;94.28571428571428
https://www.vivoscuola.it/content/view/full/29767;2024/2025;4;27;2;100.0
https://www.vivoscuola.it/content/view/full/29767;2024/2025;5;35;2;100.0
https://www.vivoscuola.it/content/view/full/29767;2023/2024;1;32;2;96.7741935483871
https://www.vivoscuola.it/content/view/full/29767;2023/2024;2;39;2;94.5945945945946
https://www.vivoscuola.it/content/view/full/29767;2023/2024;3;28;2;96.42857142857143
https://www.vivoscuola.it/content/view/full/29767;2023/2024;4;36;2;100.0
https://www.vivoscuola.it/content/view/full/29767;2023/2024;5;29;2;100.0
https://www.vivoscuola.it/content/view/full/29958;2025/2026;0;16;0;
https://www.vivoscuola.it/content/view/full/29958;2024/2025;0;20;0;
https://www.vivoscuola.it/content/view/full/29958;2023/2024;0;23;0;
https://www.vivoscuola.it/content/view/full/29769;2025/2026;1;47;2;
https://www.vivoscuola.it/content/view/full/29769;2025/2026;2;41;2;
https://www.vivoscuola.it/content/view/full/29769;2025/2026;3;25;2;
https://www.vivoscuola.it/content/view/full/29769;2025/2026;4;29;2;
https://www.vivoscuola.it/content/view/full/29769;2025/2026;5;33;2;
https://www.vivoscuola.it/content/view/full/29769;2024/2025;1;45;2;92.85714285714286
https://www.vivoscuola.it/content/view/full/29769;2024/2025;2;31;2;90.0
https://www.vivoscuola.it/content/view/full/29769;2024/2025;3;30;2;100.0
https://www.vivoscuola.it/content/view/full/29769;2024/2025;4;35;2;100.0
https://www.vivoscuola.it/content/view/full/29769;2024/2025;5;33;2;100.0
https://www.vivoscuola.it/content/view/full/29769;2023/2024;1;39;2;83.33333333333334
https://www.vivoscuola.it/content/view/full/29769;2023/2024;2;36;2;96.7741935483871
https://www.vivoscuola.it/content/view/full/29769;2023/2024;3;35;2;100.0
https://www.vivoscuola.it/content/view/full/29769;2023/2024;4;34;2;100.0
https://www.vivoscuola.it/content/view/full/29769;2023/2024;5;38;2;97.2972972972973
https://www.vivoscuola.it/content/view/full/29768;2025/2026;1;20;1;
https://www.vivoscuola.it/content/view/full/29768;2025/2026;2;19;1;
https://www.vivoscuola.it/content/view/full/29768;2025/2026;3;22;1;
https://www.vivoscuola.it/content/view/full/29768;2025/2026;4;22;2;
https://www.vivoscuola.it/content/view/full/29768;2025/2026;5;6;2;
https://www.vivoscuola.it/content/view/full/29768;2024/2025;1;24;1;95.23809523809523
https://www.vivoscuola.it/content/view/full/29768;2024/2025;2;25;1;95.45454545454545
https://www.vivoscuola.it/content/view/full/29768;2024/2025;3;25;2;100.0
https://www.vivoscuola.it/content/view/full/29768;2024/2025;4;5;1;100.0
https://www.vivoscuola.it/content/view/full/29768;2024/2025;5;28;2;100.0
https://www.vivoscuola.it/content/view/full/29768;2023/2024;1;24;1;100.0
https://www.vivoscuola.it/content/view/full/29768;2023/2024;2;29;2;89.28571428571429
https://www.vivoscuola.it/content/view/full/29768;2023/2024;3;6;1;83.33333333333334
https://www.vivoscuola.it/content/view/full/29768;2023/2024;4;28;2;100.0
https://www.vivoscuola.it/content/view/full/29768;2023/2024;5;28;2;96.42857142857143
https://www.vivoscuola.it/content/view/full/30100;2025/2026;0;8;0;
https://www.vivoscuola.it/content/view/full/30100;2024/2025;0;5;0;
https://www.vivoscuola.it/content/view/full/30100;2023/2024;0;7;0;
https://www.vivoscuola.it/content/view/full/30128;2025/2026;0;45;0;
https://www.vivoscuola.it/content/view/full/30128;2024/2025;0;57;0;
https://www.vivoscuola.it/content/view/full/30128;2023/2024;0;42;0;
https://www.vivoscuola.it/content/view/full/30218;2025/2026;0;50;0;
https://www.vivoscuola.it/content/view/full/30218;2024/2025;0;56;0;
https://www.vivoscuola.it/content/view/full/30218;2023/2024;0;62;0;
https://www.vivoscuola.it/content/view/full/29281;2025/2026;1;21;1;
https://www.vivoscuola.it/content/view/full/29281;2025/2026;2;33;2;
https://www.vivoscuola.it/content/view/full/29281;2025/2026;3;42;2;
https://www.vivoscuola.it/content/view/full/29281;2025/2026;4;27;2;
https://www.vivoscuola.it/content/view/full/29281;2024/2025;1;31;2;90.0
https://www.vivoscuola.it/content/view/full/29281;2024/2025;2;37;2;88.88888888888889
https://www.vivoscuola.it/content/view/full/29281;2024/2025;3;41;2;76.92307692307693
https://www.vivoscuola.it/content/view/full/29281;2024/2025;4;19;2;100.0
https://www.vivoscuola.it/content/view/full/29281;2023/2024;1;42;2;76.19047619047619
https://www.vivoscuola.it/content/view/full/29281;2023/2024;2;48;2;79.06976744186046
https://www.vivoscuola.it/content/view/full/29281;2023/2024;3;25;2;76.0
https://www.vivoscuola.it/content/view/full/29281;2023/2024;4;17;2;88.23529411764706
https://www.vivoscuola.it/content/view/full/170204;2025/2026;5;22;1;
https://www.vivoscuola.it/content/view/full/170204;2024/2025;5;23;1;72.72727272727273
https://www.vivoscuola.it/content/view/full/29374;2025/2026;0;73;0;
https://www.vivoscuola.it/content/view/full/29374;2024/2025;0;77;0;
https://www.vivoscuola.it/content/view/full/29374;2023/2024;0;78;0;
https://www.vivoscuola.it/content/view/full/29373;2025/2026;0;10;0;
https://www.vivoscuola.it/content/view/full/29373;2024/2025;0;11;0;
https://www.vivoscuola.it/content/view/full/29373;2023/2024;0;14;0;
https://www.vivoscuola.it/content/view/full/30120;2025/2026;0;132;0;
https://www.vivoscuola.it/content/view/full/30120;2024/2025;0;127;0;
https://www.vivoscuola.it/content/view/full/30120;2023/2024;0;141;0;
https://www.vivoscuola.it/content/view/full/29375;2025/2026;0;28;0;
https://www.vivoscuola.it/content/view/full/29375;2024/2025;0;30;0;
https://www.vivoscuola.it/content/view/full/29375;2023/2024;0;34;0;
https://www.vivoscuola.it/content/view/full/29376;2025/2026;0;19;0;
https://www.vivoscuola.it/content/view/full/29376;2024/2025;0;21;0;
https://www.vivoscuola.it/content/view/full/29376;2023/2024;0;21;0;
https://www.vivoscuola.it/content/view/full/29378;2025/2026;0;43;0;
https://www.vivoscuola.it/content/view/full/29378;2024/2025;0;43;0;
https://www.vivoscuola.it/content/view/full/29378;2023/2024;0;46;0;
https://www.vivoscuola.it/content/view/full/29377;2025/2026;0;47;0;
https://www.vivoscuola.it/content/view/full/29377;2024/2025;0;44;0;
https://www.vivoscuola.it/content/view/full/29377;2023/2024;0;42;0;
https://www.vivoscuola.it/content/view/full/29379;2025/2026;0;60;0;
https://www.vivoscuola.it/content/view/full/29379;2024/2025;0;63;0;
https://www.vivoscuola.it/content/view/full/29379;2023/2024;0;68;0;
https://www.vivoscuola.it/content/view/full/29381;2025/2026;0;93;0;
https://www.vivoscuola.it/content/view/full/29381;2024/2025;0;96;0;
https://www.vivoscuola.it/content/view/full/29381;2023/2024;0;94;0;
https://www.vivoscuola.it/content/view/full/29380;2025/2026;0;45;0;
https://www.vivoscuola.it/content/view/full/29380;2024/2025;0;43;0;
https://www.vivoscuola.it/content/view/full/29380;2023/2024;0;42;0;
https://www.vivoscuola.it/content/view/full/29382;2025/2026;0;18;0;
https://www.vivoscuola.it/content/view/full/29382;2024/2025;0;22;0;
https://www.vivoscuola.it/content/view/full/29382;2023/2024;0;20;0;
https://www.vivoscuola.it/content/view/full/29883;2025/2026;1;156;7;
https://www.vivoscuola.it/content/view/full/29883;2025/2026;2;163;8;
https://www.vivoscuola.it/content/view/full/29883;2025/2026;3;159;8;
https://www.vivoscuola.it/content/view/full/29883;2025/2026;4;137;7;
https://www.vivoscuola.it/content/view/full/29883;2025/2026;5;133;7;
https://www.vivoscuola.it/content/view/full/29883;2024/2025;1;197;8;85.0
https://www.vivoscuola.it/content/view/full/29883;2024/2025;2;167;8;92.99363057324841
https://www.vivoscuola.it/content/view/full/29883;2024/2025;3;155;7;88.35616438356165
https://www.vivoscuola.it/content/view/full/29883;2024/2025;4;142;7;94.28571428571428
https://www.vivoscuola.it/content/view/full/29883;2024/2025;5;122;6;97.5
https://www.vivoscuola.it/content/view/full/29883;2023/2024;1;198;8;86.1878453038674
https://www.vivoscuola.it/content/view/full/29883;2023/2024;2;147;7;93.5251798561151
https://www.vivoscuola.it/content/view/full/29883;2023/2024;3;167;7;85.2760736196319
https://www.vivoscuola.it/content/view/full/29883;2023/2024;4;131;6;91.12903225806451
https://www.vivoscuola.it/content/view/full/29883;2023/2024;5;126;7;95.16129032258065
https://www.vivoscuola.it/content/view/full/29383;2025/2026;0;35;0;
https://www.vivoscuola.it/content/view/full/29383;2024/2025;0;35;0;
